max_depth,learning_rate,n_estimators,score,time
[CV 18/30] END base_estimator__max_depth=3, 0.035, 225, 0.746,1.0min
[CV 19/30] END base_estimator__max_depth=3, 0.035, 225, 0.741,1.0min
[CV 20/30] END base_estimator__max_depth=3, 0.035, 225, 0.758,1.0min
[CV 21/30] END base_estimator__max_depth=3, 0.035, 225, 0.755, 51.4s
[CV 22/30] END base_estimator__max_depth=3, 0.035, 225, 0.748, 51.9s
[CV 23/30] END base_estimator__max_depth=3, 0.035, 225, 0.771, 51.4s
[CV 24/30] END base_estimator__max_depth=3, 0.035, 225, 0.784, 52.0s
[CV 25/30] END base_estimator__max_depth=3, 0.035, 225, 0.750, 52.3s
[CV 26/30] END base_estimator__max_depth=3, 0.035, 225, 0.771, 56.7s
[CV 27/30] END base_estimator__max_depth=3, 0.035, 225, 0.767, 56.7s
[CV 28/30] END base_estimator__max_depth=3, 0.035, 225, 0.739, 56.6s
[CV 29/30] END base_estimator__max_depth=3, 0.035, 225, 0.741, 56.7s
[CV 30/30] END base_estimator__max_depth=3, 0.035, 225, 0.745, 56.0s
[CV 1/30] END base_estimator__max_depth=4, 0.025, 175, 0.760,1.1min
[CV 2/30] END base_estimator__max_depth=4, 0.025, 175, 0.752,1.1min
[CV 3/30] END base_estimator__max_depth=4, 0.025, 175, 0.754,1.1min
[CV 4/30] END base_estimator__max_depth=4, 0.025, 175, 0.743,1.1min
[CV 5/30] END base_estimator__max_depth=4, 0.025, 175, 0.778,1.1min
[CV 6/30] END base_estimator__max_depth=4, 0.025, 175, 0.740,1.1min
[CV 7/30] END base_estimator__max_depth=4, 0.025, 175, 0.752,1.1min
[CV 8/30] END base_estimator__max_depth=4, 0.025, 175, 0.767,1.1min
[CV 9/30] END base_estimator__max_depth=4, 0.025, 175, 0.768,1.1min
[CV 10/30] END base_estimator__max_depth=4, 0.025, 175, 0.743,1.1min
[CV 11/30] END base_estimator__max_depth=4, 0.025, 175, 0.769,1.1min
[CV 12/30] END base_estimator__max_depth=4, 0.025, 175, 0.747,1.1min
[CV 13/30] END base_estimator__max_depth=4, 0.025, 175, 0.770,1.1min
[CV 14/30] END base_estimator__max_depth=4, 0.025, 175, 0.765,1.1min
[CV 15/30] END base_estimator__max_depth=4, 0.025, 175, 0.764,1.1min
[CV 16/30] END base_estimator__max_depth=4, 0.025, 175, 0.749, 54.1s
[CV 17/30] END base_estimator__max_depth=4, 0.025, 175, 0.739, 53.7s
[CV 18/30] END base_estimator__max_depth=4, 0.025, 175, 0.745, 53.7s
[CV 19/30] END base_estimator__max_depth=4, 0.025, 175, 0.745, 52.2s
[CV 20/30] END base_estimator__max_depth=4, 0.025, 175, 0.758, 52.3s
[CV 21/30] END base_estimator__max_depth=4, 0.025, 175, 0.754, 50.2s
[CV 22/30] END base_estimator__max_depth=4, 0.025, 175, 0.746, 50.1s
[CV 23/30] END base_estimator__max_depth=4, 0.025, 175, 0.772, 50.4s
[CV 24/30] END base_estimator__max_depth=4, 0.025, 175, 0.779, 50.7s
[CV 25/30] END base_estimator__max_depth=4, 0.025, 175, 0.753, 50.1s
[CV 26/30] END base_estimator__max_depth=4, 0.025, 175, 0.769, 51.3s
[CV 27/30] END base_estimator__max_depth=4, 0.025, 175, 0.767, 51.4s
[CV 28/30] END base_estimator__max_depth=4, 0.025, 175, 0.736, 51.1s
[CV 29/30] END base_estimator__max_depth=4, 0.025, 175, 0.743, 51.0s
[CV 30/30] END base_estimator__max_depth=4, 0.025, 175, 0.749, 51.0s
[CV 1/30] END base_estimator__max_depth=4, 0.025, 200, 0.759,1.0min
[CV 2/30] END base_estimator__max_depth=4, 0.025, 200, 0.756, 59.4s
[CV 3/30] END base_estimator__max_depth=4, 0.025, 200, 0.753, 59.4s
[CV 4/30] END base_estimator__max_depth=4, 0.025, 200, 0.746, 59.3s
[CV 5/30] END base_estimator__max_depth=4, 0.025, 200, 0.781, 59.6s
[CV 6/30] END base_estimator__max_depth=4, 0.025, 200, 0.744, 51.8s
[CV 7/30] END base_estimator__max_depth=4, 0.025, 200, 0.756, 51.8s
[CV 8/30] END base_estimator__max_depth=4, 0.025, 200, 0.766, 51.3s
[CV 9/30] END base_estimator__max_depth=4, 0.025, 200, 0.772, 51.6s
[CV 10/30] END base_estimator__max_depth=4, 0.025, 200, 0.742, 51.4s
[CV 11/30] END base_estimator__max_depth=4, 0.025, 200, 0.781, 49.4s
[CV 12/30] END base_estimator__max_depth=4, 0.025, 200, 0.749, 49.2s
[CV 13/30] END base_estimator__max_depth=4, 0.025, 200, 0.769, 49.3s
[CV 14/30] END base_estimator__max_depth=4, 0.025, 200, 0.768, 49.2s
[CV 15/30] END base_estimator__max_depth=4, 0.025, 200, 0.767, 49.1s
[CV 16/30] END base_estimator__max_depth=4, 0.025, 200, 0.743, 48.8s
[CV 17/30] END base_estimator__max_depth=4, 0.025, 200, 0.742, 48.9s
[CV 18/30] END base_estimator__max_depth=4, 0.025, 200, 0.753, 49.0s
[CV 20/30] END base_estimator__max_depth=4, 0.025, 200, 0.765, 49.2s
[CV 19/30] END base_estimator__max_depth=4, 0.025, 200, 0.743, 49.3s
[CV 21/30] END base_estimator__max_depth=4, 0.025, 200, 0.757, 54.1s
[CV 22/30] END base_estimator__max_depth=4, 0.025, 200, 0.750, 54.9s
[CV 23/30] END base_estimator__max_depth=4, 0.025, 200, 0.776, 54.3s
[CV 25/30] END base_estimator__max_depth=4, 0.025, 200, 0.752, 54.3s
[CV 24/30] END base_estimator__max_depth=4, 0.025, 200, 0.781, 55.2s
[CV 26/30] END base_estimator__max_depth=4, 0.025, 200, 0.770,1.1min
[CV 28/30] END base_estimator__max_depth=4, 0.025, 200, 0.737,1.1min
[CV 27/30] END base_estimator__max_depth=4, 0.025, 200, 0.767,1.1min
[CV 29/30] END base_estimator__max_depth=4, 0.025, 200, 0.748,1.1min
[CV 30/30] END base_estimator__max_depth=4, 0.025, 200, 0.745,1.1min
[CV 1/30] END base_estimator__max_depth=4, 0.025, 225, 0.759,1.1min
[CV 3/30] END base_estimator__max_depth=4, 0.025, 225, 0.755,1.1min
[CV 2/30] END base_estimator__max_depth=4, 0.025, 225, 0.753,1.1min
[CV 4/30] END base_estimator__max_depth=4, 0.025, 225, 0.747,1.1min
[CV 5/30] END base_estimator__max_depth=4, 0.025, 225, 0.781,1.1min
[CV 6/30] END base_estimator__max_depth=4, 0.025, 225, 0.746,1.0min
[CV 8/30] END base_estimator__max_depth=4, 0.025, 225, 0.769,1.0min
[CV 7/30] END base_estimator__max_depth=4, 0.025, 225, 0.757,1.0min
[CV 9/30] END base_estimator__max_depth=4, 0.025, 225, 0.771,1.0min
[CV 10/30] END base_estimator__max_depth=4, 0.025, 225, 0.747,1.0min
[CV 11/30] END base_estimator__max_depth=4, 0.025, 225, 0.778,1.0min
[CV 12/30] END base_estimator__max_depth=4, 0.025, 225, 0.745,1.0min
[CV 13/30] END base_estimator__max_depth=4, 0.025, 225, 0.769,1.0min
[CV 14/30] END base_estimator__max_depth=4, 0.025, 225, 0.770,1.0min
[CV 15/30] END base_estimator__max_depth=4, 0.025, 225, 0.772,1.0min
[CV 16/30] END base_estimator__max_depth=4, 0.025, 225, 0.746, 55.3s
[CV 17/30] END base_estimator__max_depth=4, 0.025, 225, 0.742, 56.4s
[CV 18/30] END base_estimator__max_depth=4, 0.025, 225, 0.752, 56.8s
[CV 19/30] END base_estimator__max_depth=4, 0.025, 225, 0.745, 57.3s
[CV 20/30] END base_estimator__max_depth=4, 0.025, 225, 0.765, 58.9s
[CV 21/30] END base_estimator__max_depth=4, 0.025, 225, 0.758, 58.6s
[CV 22/30] END base_estimator__max_depth=4, 0.025, 225, 0.752, 56.2s
[CV 23/30] END base_estimator__max_depth=4, 0.025, 225, 0.773, 55.8s
[CV 24/30] END base_estimator__max_depth=4, 0.025, 225, 0.783, 54.3s
[CV 25/30] END base_estimator__max_depth=4, 0.025, 225, 0.749, 52.6s
[CV 26/30] END base_estimator__max_depth=4, 0.025, 225, 0.774, 40.2s
[CV 28/30] END base_estimator__max_depth=4, 0.025, 225, 0.737, 39.8s
[CV 27/30] END base_estimator__max_depth=4, 0.025, 225, 0.772, 40.2s
[CV 29/30] END base_estimator__max_depth=4, 0.025, 225, 0.752, 40.7s
[CV 30/30] END base_estimator__max_depth=4, 0.025, 225, 0.744, 40.1s
[CV 1/30] END base_estimator__max_depth=4, 0.03, 175, 0.759, 34.6s
[CV 3/30] END base_estimator__max_depth=4, 0.03, 175, 0.753, 34.2s
[CV 2/30] END base_estimator__max_depth=4, 0.03, 175, 0.752, 34.7s
[CV 4/30] END base_estimator__max_depth=4, 0.03, 175, 0.750, 34.4s
[CV 5/30] END base_estimator__max_depth=4, 0.03, 175, 0.783, 34.4s
[CV 6/30] END base_estimator__max_depth=4, 0.03, 175, 0.744, 30.3s
[CV 7/30] END base_estimator__max_depth=4, 0.03, 175, 0.758, 30.1s
[CV 8/30] END base_estimator__max_depth=4, 0.03, 175, 0.769, 30.0s
[CV 9/30] END base_estimator__max_depth=4, 0.03, 175, 0.775, 29.9s
[CV 10/30] END base_estimator__max_depth=4, 0.03, 175, 0.745, 29.9s
[CV 11/30] END base_estimator__max_depth=4, 0.03, 175, 0.781, 33.3s
[CV 12/30] END base_estimator__max_depth=4, 0.03, 175, 0.749, 33.6s
[CV 13/30] END base_estimator__max_depth=4, 0.03, 175, 0.774, 33.6s
[CV 14/30] END base_estimator__max_depth=4, 0.03, 175, 0.766, 33.8s
[CV 15/30] END base_estimator__max_depth=4, 0.03, 175, 0.774, 34.0s
[CV 16/30] END base_estimator__max_depth=4, 0.03, 175, 0.743, 35.1s
[CV 18/30] END base_estimator__max_depth=4, 0.03, 175, 0.746, 34.9s
[CV 17/30] END base_estimator__max_depth=4, 0.03, 175, 0.748, 35.2s
[CV 20/30] END base_estimator__max_depth=4, 0.03, 175, 0.767, 35.1s
[CV 19/30] END base_estimator__max_depth=4, 0.03, 175, 0.745, 35.7s
[CV 21/30] END base_estimator__max_depth=4, 0.03, 175, 0.759, 35.2s
[CV 23/30] END base_estimator__max_depth=4, 0.03, 175, 0.773, 34.5s
[CV 22/30] END base_estimator__max_depth=4, 0.03, 175, 0.752, 34.8s
[CV 24/30] END base_estimator__max_depth=4, 0.03, 175, 0.790, 35.0s
[CV 25/30] END base_estimator__max_depth=4, 0.03, 175, 0.752, 34.9s
[CV 26/30] END base_estimator__max_depth=4, 0.03, 175, 0.768, 35.7s
[CV 27/30] END base_estimator__max_depth=4, 0.03, 175, 0.764, 34.8s
[CV 28/30] END base_estimator__max_depth=4, 0.03, 175, 0.737, 34.8s
[CV 30/30] END base_estimator__max_depth=4, 0.03, 175, 0.741, 34.6s
[CV 29/30] END base_estimator__max_depth=4, 0.03, 175, 0.750, 34.9s
[CV 1/30] END base_estimator__max_depth=4, 0.03, 200, 0.762, 37.5s
[CV 3/30] END base_estimator__max_depth=4, 0.03, 200, 0.755, 37.1s
[CV 2/30] END base_estimator__max_depth=4, 0.03, 200, 0.752, 37.5s
[CV 5/30] END base_estimator__max_depth=4, 0.03, 200, 0.778, 37.3s
[CV 4/30] END base_estimator__max_depth=4, 0.03, 200, 0.745, 37.4s
[CV 6/30] END base_estimator__max_depth=4, 0.03, 200, 0.747, 39.4s
[CV 8/30] END base_estimator__max_depth=4, 0.03, 200, 0.765, 38.8s
[CV 7/30] END base_estimator__max_depth=4, 0.03, 200, 0.756, 39.2s
[CV 9/30] END base_estimator__max_depth=4, 0.03, 200, 0.774, 38.7s
[CV 10/30] END base_estimator__max_depth=4, 0.03, 200, 0.745, 39.0s
[CV 11/30] END base_estimator__max_depth=4, 0.03, 200, 0.779, 39.4s
[CV 12/30] END base_estimator__max_depth=4, 0.03, 200, 0.749, 39.5s
[CV 13/30] END base_estimator__max_depth=4, 0.03, 200, 0.776, 39.5s
[CV 15/30] END base_estimator__max_depth=4, 0.03, 200, 0.776, 39.3s
[CV 14/30] END base_estimator__max_depth=4, 0.03, 200, 0.770, 39.8s
[CV 16/30] END base_estimator__max_depth=4, 0.03, 200, 0.740, 39.1s
[CV 17/30] END base_estimator__max_depth=4, 0.03, 200, 0.745, 39.2s
[CV 18/30] END base_estimator__max_depth=4, 0.03, 200, 0.747, 39.5s
[CV 19/30] END base_estimator__max_depth=4, 0.03, 200, 0.748, 38.8s
[CV 20/30] END base_estimator__max_depth=4, 0.03, 200, 0.767, 39.0s
[CV 22/30] END base_estimator__max_depth=4, 0.03, 200, 0.751, 38.6s
[CV 21/30] END base_estimator__max_depth=4, 0.03, 200, 0.763, 38.9s
[CV 23/30] END base_estimator__max_depth=4, 0.03, 200, 0.774, 39.0s
[CV 24/30] END base_estimator__max_depth=4, 0.03, 200, 0.787, 38.7s
[CV 25/30] END base_estimator__max_depth=4, 0.03, 200, 0.753, 38.5s
[CV 27/30] END base_estimator__max_depth=4, 0.03, 200, 0.765, 34.8s
[CV 26/30] END base_estimator__max_depth=4, 0.03, 200, 0.770, 35.1s
[CV 28/30] END base_estimator__max_depth=4, 0.03, 200, 0.735, 35.1s
[CV 29/30] END base_estimator__max_depth=4, 0.03, 200, 0.752, 34.6s
[CV 30/30] END base_estimator__max_depth=4, 0.03, 200, 0.743, 35.1s
[CV 1/30] END base_estimator__max_depth=4, 0.03, 225, 0.760, 44.7s
[CV 3/30] END base_estimator__max_depth=4, 0.03, 225, 0.757, 44.5s
[CV 2/30] END base_estimator__max_depth=4, 0.03, 225, 0.753, 45.6s
[CV 4/30] END base_estimator__max_depth=4, 0.03, 225, 0.742, 45.2s
[CV 5/30] END base_estimator__max_depth=4, 0.03, 225, 0.776, 45.5s
[CV 6/30] END base_estimator__max_depth=4, 0.03, 225, 0.747, 43.4s
[CV 7/30] END base_estimator__max_depth=4, 0.03, 225, 0.759, 44.1s
[CV 8/30] END base_estimator__max_depth=4, 0.03, 225, 0.767, 44.1s
[CV 9/30] END base_estimator__max_depth=4, 0.03, 225, 0.781, 43.8s
[CV 10/30] END base_estimator__max_depth=4, 0.03, 225, 0.747, 44.1s
[CV 11/30] END base_estimator__max_depth=4, 0.03, 225, 0.780, 46.4s
[CV 12/30] END base_estimator__max_depth=4, 0.03, 225, 0.749, 46.3s
[CV 13/30] END base_estimator__max_depth=4, 0.03, 225, 0.775, 46.6s
[CV 14/30] END base_estimator__max_depth=4, 0.03, 225, 0.774, 46.2s
[CV 15/30] END base_estimator__max_depth=4, 0.03, 225, 0.776, 46.2s
[CV 16/30] END base_estimator__max_depth=4, 0.03, 225, 0.743, 39.9s
[CV 18/30] END base_estimator__max_depth=4, 0.03, 225, 0.751, 39.4s
[CV 17/30] END base_estimator__max_depth=4, 0.03, 225, 0.741, 40.4s
[CV 19/30] END base_estimator__max_depth=4, 0.03, 225, 0.749, 39.6s
[CV 20/30] END base_estimator__max_depth=4, 0.03, 225, 0.769, 39.4s
[CV 21/30] END base_estimator__max_depth=4, 0.03, 225, 0.759, 39.2s
[CV 22/30] END base_estimator__max_depth=4, 0.03, 225, 0.751, 39.0s
[CV 23/30] END base_estimator__max_depth=4, 0.03, 225, 0.773, 39.2s
[CV 24/30] END base_estimator__max_depth=4, 0.03, 225, 0.786, 39.2s
[CV 25/30] END base_estimator__max_depth=4, 0.03, 225, 0.755, 38.8s
[CV 26/30] END base_estimator__max_depth=4, 0.03, 225, 0.771, 39.2s
[CV 27/30] END base_estimator__max_depth=4, 0.03, 225, 0.761, 39.8s
[CV 28/30] END base_estimator__max_depth=4, 0.03, 225, 0.738, 39.6s
[CV 29/30] END base_estimator__max_depth=4, 0.03, 225, 0.748, 39.5s
[CV 30/30] END base_estimator__max_depth=4, 0.03, 225, 0.747, 39.6s
[CV 1/30] END base_estimator__max_depth=4, 0.035, 175, 0.761, 31.3s
[CV 2/30] END base_estimator__max_depth=4, 0.035, 175, 0.754, 31.3s
[CV 3/30] END base_estimator__max_depth=4, 0.035, 175, 0.752, 31.5s
[CV 4/30] END base_estimator__max_depth=4, 0.035, 175, 0.746, 30.8s
[CV 5/30] END base_estimator__max_depth=4, 0.035, 175, 0.777, 31.1s
[CV 6/30] END base_estimator__max_depth=4, 0.035, 175, 0.750, 30.5s
[CV 7/30] END base_estimator__max_depth=4, 0.035, 175, 0.752, 31.0s
[CV 8/30] END base_estimator__max_depth=4, 0.035, 175, 0.764, 30.6s
[CV 9/30] END base_estimator__max_depth=4, 0.035, 175, 0.774, 30.5s
[CV 10/30] END base_estimator__max_depth=4, 0.035, 175, 0.747, 30.7s
[CV 11/30] END base_estimator__max_depth=4, 0.035, 175, 0.776, 30.5s
[CV 12/30] END base_estimator__max_depth=4, 0.035, 175, 0.749, 31.0s
[CV 13/30] END base_estimator__max_depth=4, 0.035, 175, 0.770, 30.8s
[CV 14/30] END base_estimator__max_depth=4, 0.035, 175, 0.775, 30.5s
[CV 15/30] END base_estimator__max_depth=4, 0.035, 175, 0.777, 30.3s
[CV 16/30] END base_estimator__max_depth=4, 0.035, 175, 0.738, 31.5s
[CV 17/30] END base_estimator__max_depth=4, 0.035, 175, 0.743, 31.7s
[CV 18/30] END base_estimator__max_depth=4, 0.035, 175, 0.747, 31.6s
[CV 19/30] END base_estimator__max_depth=4, 0.035, 175, 0.749, 31.6s
[CV 20/30] END base_estimator__max_depth=4, 0.035, 175, 0.768, 31.6s
[CV 21/30] END base_estimator__max_depth=4, 0.035, 175, 0.756, 30.5s
[CV 22/30] END base_estimator__max_depth=4, 0.035, 175, 0.749, 30.6s
[CV 23/30] END base_estimator__max_depth=4, 0.035, 175, 0.773, 30.6s
[CV 24/30] END base_estimator__max_depth=4, 0.035, 175, 0.787, 30.9s
[CV 25/30] END base_estimator__max_depth=4, 0.035, 175, 0.752, 30.9s
[CV 26/30] END base_estimator__max_depth=4, 0.035, 175, 0.770, 31.3s
[CV 27/30] END base_estimator__max_depth=4, 0.035, 175, 0.768, 31.4s
[CV 28/30] END base_estimator__max_depth=4, 0.035, 175, 0.738, 31.5s
[CV 29/30] END base_estimator__max_depth=4, 0.035, 175, 0.748, 31.2s
[CV 30/30] END base_estimator__max_depth=4, 0.035, 175, 0.741, 31.2s
[CV 1/30] END base_estimator__max_depth=4, 0.035, 200, 0.759, 48.2s
[CV 3/30] END base_estimator__max_depth=4, 0.035, 200, 0.753, 49.7s
[CV 2/30] END base_estimator__max_depth=4, 0.035, 200, 0.749, 50.4s
[CV 4/30] END base_estimator__max_depth=4, 0.035, 200, 0.747, 50.7s
[CV 5/30] END base_estimator__max_depth=4, 0.035, 200, 0.774, 51.6s
[CV 6/30] END base_estimator__max_depth=4, 0.035, 200, 0.752, 45.6s
[CV 7/30] END base_estimator__max_depth=4, 0.035, 200, 0.755, 44.7s
[CV 8/30] END base_estimator__max_depth=4, 0.035, 200, 0.762, 44.4s
[CV 9/30] END base_estimator__max_depth=4, 0.035, 200, 0.780, 43.9s
[CV 10/30] END base_estimator__max_depth=4, 0.035, 200, 0.747, 43.4s
[CV 11/30] END base_estimator__max_depth=4, 0.035, 200, 0.781, 39.6s
[CV 13/30] END base_estimator__max_depth=4, 0.035, 200, 0.771, 39.2s
[CV 12/30] END base_estimator__max_depth=4, 0.035, 200, 0.747, 39.7s
[CV 14/30] END base_estimator__max_depth=4, 0.035, 200, 0.778, 39.2s
[CV 15/30] END base_estimator__max_depth=4, 0.035, 200, 0.778, 39.1s
[CV 16/30] END base_estimator__max_depth=4, 0.035, 200, 0.737, 38.6s
[CV 17/30] END base_estimator__max_depth=4, 0.035, 200, 0.734, 38.4s
[CV 18/30] END base_estimator__max_depth=4, 0.035, 200, 0.750, 38.4s
[CV 19/30] END base_estimator__max_depth=4, 0.035, 200, 0.749, 38.2s
[CV 20/30] END base_estimator__max_depth=4, 0.035, 200, 0.770, 38.4s
[CV 21/30] END base_estimator__max_depth=4, 0.035, 200, 0.757, 36.4s
[CV 22/30] END base_estimator__max_depth=4, 0.035, 200, 0.750, 37.1s
[CV 23/30] END base_estimator__max_depth=4, 0.035, 200, 0.770, 36.9s
[CV 24/30] END base_estimator__max_depth=4, 0.035, 200, 0.783, 36.9s
[CV 25/30] END base_estimator__max_depth=4, 0.035, 200, 0.749, 37.1s
[CV 26/30] END base_estimator__max_depth=4, 0.035, 200, 0.768, 38.8s
[CV 27/30] END base_estimator__max_depth=4, 0.035, 200, 0.770, 38.8s
[CV 28/30] END base_estimator__max_depth=4, 0.035, 200, 0.741, 38.9s
[CV 29/30] END base_estimator__max_depth=4, 0.035, 200, 0.751, 38.7s
[CV 30/30] END base_estimator__max_depth=4, 0.035, 200, 0.745, 39.1s
[CV 1/30] END base_estimator__max_depth=4, 0.035, 225, 0.753, 43.3s
[CV 2/30] END base_estimator__max_depth=4, 0.035, 225, 0.749, 43.1s
[CV 3/30] END base_estimator__max_depth=4, 0.035, 225, 0.748, 42.9s
[CV 4/30] END base_estimator__max_depth=4, 0.035, 225, 0.746, 42.9s
[CV 5/30] END base_estimator__max_depth=4, 0.035, 225, 0.772, 43.4s
[CV 6/30] END base_estimator__max_depth=4, 0.035, 225, 0.753, 43.2s
[CV 7/30] END base_estimator__max_depth=4, 0.035, 225, 0.750, 42.8s
[CV 9/30] END base_estimator__max_depth=4, 0.035, 225, 0.776, 43.1s
[CV 8/30] END base_estimator__max_depth=4, 0.035, 225, 0.762, 43.4s
[CV 10/30] END base_estimator__max_depth=4, 0.035, 225, 0.748, 42.6s
[CV 11/30] END base_estimator__max_depth=4, 0.035, 225, 0.778, 38.7s
[CV 12/30] END base_estimator__max_depth=4, 0.035, 225, 0.746, 39.1s
[CV 14/30] END base_estimator__max_depth=4, 0.035, 225, 0.772, 38.8s
[CV 13/30] END base_estimator__max_depth=4, 0.035, 225, 0.770, 39.2s
[CV 15/30] END base_estimator__max_depth=4, 0.035, 225, 0.779, 39.2s
[CV 16/30] END base_estimator__max_depth=4, 0.035, 225, 0.739, 44.0s
[CV 17/30] END base_estimator__max_depth=4, 0.035, 225, 0.731, 44.4s
[CV 18/30] END base_estimator__max_depth=4, 0.035, 225, 0.748, 44.1s
[CV 19/30] END base_estimator__max_depth=4, 0.035, 225, 0.747, 44.2s
[CV 20/30] END base_estimator__max_depth=4, 0.035, 225, 0.774, 44.4s
[CV 21/30] END base_estimator__max_depth=4, 0.035, 225, 0.759, 43.4s
[CV 22/30] END base_estimator__max_depth=4, 0.035, 225, 0.750, 43.3s
[CV 23/30] END base_estimator__max_depth=4, 0.035, 225, 0.771, 43.6s
[CV 24/30] END base_estimator__max_depth=4, 0.035, 225, 0.782, 43.7s
[CV 25/30] END base_estimator__max_depth=4, 0.035, 225, 0.754, 43.9s
[CV 26/30] END base_estimator__max_depth=4, 0.035, 225, 0.768, 43.3s
[CV 27/30] END base_estimator__max_depth=4, 0.035, 225, 0.765, 43.9s
[CV 28/30] END base_estimator__max_depth=4, 0.035, 225, 0.746, 43.6s
[CV 29/30] END base_estimator__max_depth=4, 0.035, 225, 0.749, 43.5s
[CV 30/30] END base_estimator__max_depth=4, 0.035, 225, 0.746, 43.0s
[CV 1/30] END base_estimator__max_depth=5, 0.025, 175, 0.762, 38.2s
[CV 2/30] END base_estimator__max_depth=5, 0.025, 175, 0.746, 37.3s
[CV 3/30] END base_estimator__max_depth=5, 0.025, 175, 0.751, 37.5s
[CV 4/30] END base_estimator__max_depth=5, 0.025, 175, 0.745, 37.8s
[CV 5/30] END base_estimator__max_depth=5, 0.025, 175, 0.776, 37.3s
[CV 6/30] END base_estimator__max_depth=5, 0.025, 175, 0.745, 39.9s
[CV 8/30] END base_estimator__max_depth=5, 0.025, 175, 0.759, 40.4s
[CV 7/30] END base_estimator__max_depth=5, 0.025, 175, 0.757, 40.8s
[CV 9/30] END base_estimator__max_depth=5, 0.025, 175, 0.779, 40.8s
[CV 10/30] END base_estimator__max_depth=5, 0.025, 175, 0.743, 40.4s
[CV 11/30] END base_estimator__max_depth=5, 0.025, 175, 0.774, 41.4s
[CV 12/30] END base_estimator__max_depth=5, 0.025, 175, 0.746, 41.3s
[CV 13/30] END base_estimator__max_depth=5, 0.025, 175, 0.769, 41.5s
[CV 14/30] END base_estimator__max_depth=5, 0.025, 175, 0.772, 41.8s
[CV 15/30] END base_estimator__max_depth=5, 0.025, 175, 0.772, 41.3s
[CV 16/30] END base_estimator__max_depth=5, 0.025, 175, 0.742, 41.5s
[CV 17/30] END base_estimator__max_depth=5, 0.025, 175, 0.741, 41.4s
[CV 18/30] END base_estimator__max_depth=5, 0.025, 175, 0.747, 41.8s
[CV 19/30] END base_estimator__max_depth=5, 0.025, 175, 0.748, 41.4s
[CV 20/30] END base_estimator__max_depth=5, 0.025, 175, 0.766, 41.8s
[CV 21/30] END base_estimator__max_depth=5, 0.025, 175, 0.758, 41.4s
[CV 22/30] END base_estimator__max_depth=5, 0.025, 175, 0.742, 41.1s
[CV 23/30] END base_estimator__max_depth=5, 0.025, 175, 0.774, 40.7s
[CV 24/30] END base_estimator__max_depth=5, 0.025, 175, 0.781, 40.5s
[CV 25/30] END base_estimator__max_depth=5, 0.025, 175, 0.753, 40.5s
[CV 26/30] END base_estimator__max_depth=5, 0.025, 175, 0.767, 36.8s
[CV 27/30] END base_estimator__max_depth=5, 0.025, 175, 0.771, 36.8s
[CV 28/30] END base_estimator__max_depth=5, 0.025, 175, 0.739, 36.8s
[CV 29/30] END base_estimator__max_depth=5, 0.025, 175, 0.751, 36.8s
[CV 30/30] END base_estimator__max_depth=5, 0.025, 175, 0.747, 36.8s
[CV 1/30] END base_estimator__max_depth=5, 0.025, 200, 0.759, 41.8s
[CV 2/30] END base_estimator__max_depth=5, 0.025, 200, 0.745, 41.4s
[CV 3/30] END base_estimator__max_depth=5, 0.025, 200, 0.750, 41.9s
[CV 4/30] END base_estimator__max_depth=5, 0.025, 200, 0.745, 42.2s
[CV 5/30] END base_estimator__max_depth=5, 0.025, 200, 0.774, 41.7s
[CV 6/30] END base_estimator__max_depth=5, 0.025, 200, 0.747, 42.6s
[CV 7/30] END base_estimator__max_depth=5, 0.025, 200, 0.755, 42.4s
[CV 8/30] END base_estimator__max_depth=5, 0.025, 200, 0.761, 42.3s
[CV 9/30] END base_estimator__max_depth=5, 0.025, 200, 0.779, 42.5s
[CV 10/30] END base_estimator__max_depth=5, 0.025, 200, 0.745, 42.4s
[CV 11/30] END base_estimator__max_depth=5, 0.025, 200, 0.777, 40.8s
[CV 12/30] END base_estimator__max_depth=5, 0.025, 200, 0.746, 41.3s
[CV 13/30] END base_estimator__max_depth=5, 0.025, 200, 0.770, 41.0s
[CV 14/30] END base_estimator__max_depth=5, 0.025, 200, 0.774, 41.0s
[CV 15/30] END base_estimator__max_depth=5, 0.025, 200, 0.775, 41.0s
[CV 16/30] END base_estimator__max_depth=5, 0.025, 200, 0.741, 41.3s
[CV 17/30] END base_estimator__max_depth=5, 0.025, 200, 0.739, 41.9s
[CV 18/30] END base_estimator__max_depth=5, 0.025, 200, 0.747, 41.4s
[CV 19/30] END base_estimator__max_depth=5, 0.025, 200, 0.746, 41.7s
[CV 20/30] END base_estimator__max_depth=5, 0.025, 200, 0.766, 41.7s
[CV 21/30] END base_estimator__max_depth=5, 0.025, 200, 0.755, 41.6s
[CV 22/30] END base_estimator__max_depth=5, 0.025, 200, 0.746, 41.2s
[CV 23/30] END base_estimator__max_depth=5, 0.025, 200, 0.774, 41.4s
[CV 25/30] END base_estimator__max_depth=5, 0.025, 200, 0.755, 40.7s
[CV 24/30] END base_estimator__max_depth=5, 0.025, 200, 0.781, 41.5s
[CV 26/30] END base_estimator__max_depth=5, 0.025, 200, 0.768, 40.8s
[CV 27/30] END base_estimator__max_depth=5, 0.025, 200, 0.767, 41.0s
[CV 28/30] END base_estimator__max_depth=5, 0.025, 200, 0.742, 40.7s
